ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion
890374,14/09/2017,14/09/2017,916,106436,30-34,M,44,50,35,90199.0,33,54.26,0.0,0.0
807148,08/11/2017,08/11/2017,936,110501,19,M,12,44,12,90728.0,7,12.9,6.0,4.0
831652,16/09/2017,16/09/2017,936,111932,113,31,20,45,39,150000.0,53,96.02,7.0,5.0
863651,21/12/2017,21/12/2017,970,119637,106,34,54,36,30,100135.0,39,54.22,1.0,0.0
825177,18/11/2017,18/11/2017,950,108893,18,114,7,19,51,150000.0,10,23.99,0.0,0.0
812698,14/11/2017,14/11/2017,990,116078,30-34,M,23,69,60,150000.0,26,33.91,5.0,3.0
883997,16/09/2017,16/09/2017,970,114474,40-44,M,16,29,64,70317.0,15,22.12,1.0,1.0
812153,17/09/2017,17/09/2017,916,116195,25,107,48,59,52,43070.0,1,1.85,0.0,0.0
817218,06/12/2017,06/12/2017,950,108466,103,M,52,33,8,69367.0,19,25.5,0.0,0.0
829226,17/11/2017,17/11/2017,936,118041,35-39,27,38,26,15,150000.0,51,46.37,0.0,0.0
826939,16/11/2017,16/11/2017,990,107460,35-39,M,15,60,20,150000.0,8,11.73,1.0,1.0
849768,24/10/2017,24/10/2017,990,105248,40-44,M,57,40,56,47532.0,10,14.9,0.0,0.0
873299,13/10/2017,13/10/2017,950,116405,30-34,M,8,35,26,54653.0,6,10.91,3.0,3.0
823671,21/11/2017,21/11/2017,950,107412,35-39,31,57,55,17,59815.0,26,30.83,4.0,2.0
867855,29/10/2017,29/10/2017,950,113982,30-34,M,62,27,42,85649.0,8,7.08,5.0,2.0
853984,16/10/2017,16/10/2017,950,109977,32,33,49,19,69,32984.0,12,21.69,0.0,0.0
823137,09/09/2017,09/09/2017,970,110433,16,F,46,20,45,45577.0,13,28.6,1.0,1.0
842512,28/10/2017,28/10/2017,916,111897,19,M,59,7,14,104654.0,15,36.45,2.0,1.0
816502,17/10/2017,17/10/2017,970,111789,24,106,37,37,32,150000.0,64,164.63,9.0,4.0
871825,05/09/2017,05/09/2017,936,116839,103,20,22,15,26,74635.0,27,34.1,3.0,1.0
813962,13/09/2017,13/09/2017,916,107336,30-34,F,41,21,32,121356.0,12,19.54,2.0,1.0
832689,07/10/2017,07/10/2017,970,107154,40-44,F,54,36,65,37160.0,7,13.72,2.0,1.0
886174,06/11/2017,06/11/2017,950,109574,30-34,F,15,68,41,26701.0,8,15.91,0.0,0.0
827558,23/09/2017,23/09/2017,950,116190,35-39,F,24,44,59,74908.0,7,6.37,1.0,1.0
836115,30/09/2017,30/09/2017,970,117915,30-34,F,43,29,25,62730.0,13,15.15,0.0,0.0
880943,31/10/2017,31/10/2017,936,106161,40-44,F,20,8,12,144092.0,36,72.92,2.0,2.0
881491,03/09/2017,03/09/2017,936,110760,15,M,29,16,69,16112.0,3,7.99,0.0,0.0
820564,17/10/2017,17/10/2017,950,108600,30-34,M,47,44,45,39686.0,13,28.69,0.0,0.0
802140,27/12/2017,27/12/2017,990,110980,26,116,45,13,33,31322.0,20,38.28,0.0,0.0
826991,07/10/2017,07/10/2017,970,108330,28,M,27,17,18,108371.0,35,34.17,2.0,1.0
857211,18/09/2017,18/09/2017,950,113091,35-39,M,36,8,12,98881.0,22,21.47,3.0,2.0
898592,26/10/2017,26/10/2017,916,106180,40-44,32,58,31,52,43296.0,3,5.01,1.0,1.0
873974,14/10/2017,14/10/2017,990,115618,29,M,28,69,49,19546.0,9,22.62,1.0,0.0
874910,24/10/2017,24/10/2017,936,115469,40-44,M,64,28,63,68311.0,15,34.95,1.0,0.0
835472,24/11/2017,24/11/2017,916,119032,40-44,M,68,34,58,150000.0,56,74.99,1.0,0.0
808218,14/09/2017,14/09/2017,970,107371,30,M,35,25,68,110910.0,13,32.84,3.0,1.0
826020,09/12/2017,09/12/2017,936,107285,20,5,67,14,60,78646.0,24,26.1,2.0,2.0
898561,25/12/2017,25/12/2017,916,108017,65,14,62,15,19,50716.0,8,7.05,2.0,1.0
867143,14/10/2017,14/10/2017,990,117960,28,105,58,39,63,150000.0,37,54.35,2.0,1.0
871438,29/11/2017,29/11/2017,916,116043,63,33,41,44,12,97965.0,32,80.62,1.0,1.0
814714,04/11/2017,04/11/2017,936,115480,10,M,40,51,36,16316.0,5,13.16,1.0,1.0
870273,26/10/2017,26/10/2017,970,118084,35-39,F,33,61,29,150000.0,14,25.16,3.0,2.0
871561,24/11/2017,24/11/2017,936,116209,106,F,19,28,12,47606.0,12,28.25,0.0,0.0
865792,21/09/2017,21/09/2017,990,113042,25,F,45,65,44,150000.0,13,12.08,6.0,5.0
880576,15/10/2017,15/10/2017,990,112870,23,F,29,31,34,52958.0,27,46.53,1.0,0.0
870106,13/12/2017,13/12/2017,970,113730,10,M,66,40,24,26944.0,8,12.89,0.0,0.0
889163,21/11/2017,21/11/2017,990,116041,30-34,M,66,13,36,51016.0,13,10.29,1.0,0.0
894102,08/12/2017,08/12/2017,950,112873,30-34,30,23,17,55,79873.0,22,47.66,1.0,0.0
891295,13/12/2017,13/12/2017,990,110611,30-34,M,16,70,53,30876.0,3,5.78,0.0,0.0
891030,15/12/2017,15/12/2017,916,117121,30-34,25,13,17,10,91594.0,19,42.26,5.0,5.0
870815,16/09/2017,16/09/2017,950,106919,40-44,M,53,8,19,33859.0,3,3.97,1.0,1.0
824004,17/12/2017,17/12/2017,970,114811,10,F,70,65,23,128814.0,19,42.58,2.0,1.0
887802,13/10/2017,13/10/2017,970,105965,30-34,24,36,44,26,150000.0,22,46.59,3.0,2.0
894538,10/09/2017,10/09/2017,970,112703,10,F,51,69,47,54982.0,19,19.56,0.0,0.0
887549,12/11/2017,12/11/2017,990,113275,45-49,F,64,26,24,20163.0,0,0.0,2.0,0.0
895324,20/10/2017,20/10/2017,970,105453,30-34,F,24,24,32,102065.0,28,75.83,3.0,2.0
824225,24/11/2017,24/11/2017,990,107411,45-49,M,48,69,8,150000.0,33,68.2,2.0,1.0
813680,14/11/2017,14/11/2017,936,106352,35-39,M,20,50,38,86738.0,3,3.69,1.0,0.0
884891,19/12/2017,19/12/2017,970,107258,45-49,20,35,53,55,11643.0,0,0.0,0.0,0.0
824406,04/10/2017,04/10/2017,990,114183,35-39,15,10,13,46,25010.0,1,1.26,0.0,0.0
830992,30/12/2017,30/12/2017,950,119813,30-34,69,11,20,58,50476.0,22,28.66,1.0,1.0
845301,25/09/2017,25/09/2017,970,113214,35-39,113,70,65,8,150000.0,12,12.06,5.0,2.0
870504,10/09/2017,10/09/2017,950,115646,106,F,63,16,30,55219.0,5,8.55,2.0,1.0
851456,31/12/2017,31/12/2017,936,118488,45-49,M,29,54,63,150000.0,16,20.26,5.0,4.0
862312,07/09/2017,07/09/2017,990,118144,40-44,F,65,60,45,29734.0,10,14.66,0.0,0.0
881395,25/12/2017,25/12/2017,916,105783,40-44,31,37,10,55,117035.0,24,30.93,2.0,1.0
826197,15/11/2017,15/11/2017,950,109401,45-49,38,63,27,68,54507.0,6,10.6,2.0,0.0
886753,24/12/2017,24/12/2017,950,106271,35-39,F,25,62,32,56101.0,13,30.91,3.0,2.0
858368,19/09/2017,19/09/2017,936,115167,30-34,F,66,54,45,60107.0,15,29.42,4.0,3.0
839996,16/12/2017,16/12/2017,936,118175,40-44,M,35,33,31,66456.0,13,24.28,5.0,5.0
848385,11/10/2017,11/10/2017,950,113364,30-34,M,38,15,24,65697.0,24,63.89,3.0,2.0
824387,30/12/2017,30/12/2017,970,106242,32,70,41,30,39,44587.0,16,24.89,0.0,0.0
801422,16/12/2017,16/12/2017,990,117459,30-34,F,29,56,51,150000.0,51,130.5,6.0,3.0
895334,10/10/2017,10/10/2017,950,118515,15,31,42,7,38,75273.0,17,46.07,3.0,3.0
837091,11/11/2017,11/11/2017,936,105962,30-34,M,54,11,12,150000.0,48,82.09,1.0,0.0
810743,20/12/2017,20/12/2017,916,106312,35-39,15,27,68,22,97434.0,15,19.12,1.0,0.0
861387,14/09/2017,14/09/2017,970,106678,40-44,109,38,30,13,110045.0,29,65.15,1.0,0.0
854325,13/10/2017,13/10/2017,990,114640,30-34,M,60,62,22,23323.0,10,15.34,0.0,0.0
809636,24/11/2017,24/11/2017,936,107728,40-44,M,41,52,54,123504.0,42,89.55,3.0,1.0
871049,21/10/2017,21/10/2017,970,112538,30-34,M,23,24,36,150000.0,10,23.36,6.0,2.0
853529,21/10/2017,21/10/2017,970,106125,30-34,16,62,59,49,42797.0,8,9.57,2.0,1.0
868253,18/10/2017,18/10/2017,916,110120,21,F,35,67,39,72196.0,29,51.52,0.0,0.0
878139,08/09/2017,08/09/2017,970,115253,40-44,F,44,49,39,96192.0,25,67.2,4.0,3.0
841814,13/10/2017,13/10/2017,936,111158,30-34,32,35,16,34,40740.0,10,25.56,0.0,0.0
808494,19/10/2017,19/10/2017,970,111328,28,M,46,14,12,41188.0,16,38.05,5.0,2.0
855881,22/12/2017,22/12/2017,916,117454,30-34,M,44,56,27,55137.0,16,18.29,1.0,0.0
889880,23/10/2017,23/10/2017,950,113421,63,23,21,49,61,131207.0,39,74.91,3.0,2.0
866182,05/11/2017,05/11/2017,950,105707,32,F,33,28,27,16469.0,7,10.13,0.0,0.0
862917,24/12/2017,24/12/2017,916,114734,45-49,F,27,57,33,67817.0,7,6.77,4.0,1.0
875302,23/11/2017,23/11/2017,936,113543,21,M,40,24,65,110789.0,24,43.18,1.0,0.0
858896,09/10/2017,09/10/2017,970,119103,28,38,33,50,61,20404.0,9,7.38,0.0,0.0
883316,05/09/2017,05/09/2017,916,117497,45-49,M,54,61,54,73049.0,10,10.27,4.0,2.0
830452,25/11/2017,25/11/2017,970,106849,16,M,7,63,37,83049.0,10,13.15,4.0,2.0
805160,08/10/2017,08/10/2017,916,109949,30-34,M,69,15,56,66319.0,22,52.7,4.0,1.0
810859,04/09/2017,04/09/2017,990,108150,35-39,M,54,62,39,66341.0,16,38.9,1.0,0.0
823579,01/11/2017,01/11/2017,916,109248,35-39,69,16,61,26,21334.0,15,12.97,0.0,0.0
821395,29/09/2017,29/09/2017,990,107019,30-34,M,33,60,39,62969.0,17,28.02,4.0,3.0
892134,19/09/2017,19/09/2017,916,105485,18,F,62,15,64,140629.0,31,69.73,4.0,1.0
844160,10/11/2017,10/11/2017,916,108643,40-44,F,56,7,10,22678.0,6,10.24,1.0,0.0
819575,30/12/2017,30/12/2017,916,115376,63,65,69,67,33,150000.0,48,98.13,5.0,4.0
861148,08/12/2017,08/12/2017,916,110912,28,24,41,67,40,76335.0,5,9.15,1.0,1.0
855935,20/11/2017,20/11/2017,990,114066,32,M,50,9,25,93959.0,37,76.18,1.0,0.0
898574,27/12/2017,27/12/2017,950,105643,35-39,8,58,43,33,150000.0,19,41.85,4.0,3.0
878720,19/12/2017,19/12/2017,916,111611,45-49,64,14,43,12,31532.0,1,1.64,1.0,1.0
861061,23/10/2017,23/10/2017,990,114852,40-44,M,46,58,34,146726.0,24,64.0,6.0,4.0
845944,10/09/2017,10/09/2017,936,112858,30-34,M,69,16,51,150000.0,51,103.91,8.0,3.0
817973,11/12/2017,11/12/2017,916,118023,30-34,19,58,53,65,87505.0,31,45.89,1.0,0.0
872810,23/10/2017,23/10/2017,990,117544,35-39,F,17,46,34,14869.0,4,5.65,0.0,0.0
893726,30/11/2017,30/11/2017,916,111689,30-34,M,35,41,67,50669.0,7,8.84,1.0,0.0
824262,19/09/2017,19/09/2017,916,118138,40-44,M,19,56,58,72260.0,18,45.39,0.0,0.0
894296,22/12/2017,22/12/2017,970,116677,30-34,M,44,60,67,63287.0,24,45.71,2.0,1.0
851606,17/09/2017,17/09/2017,970,119384,45-49,M,31,20,42,64085.0,20,53.99,1.0,1.0
881025,20/11/2017,20/11/2017,950,110991,45-49,F,49,40,56,37193.0,1,1.18,1.0,0.0
872177,15/12/2017,15/12/2017,950,109788,35-39,M,38,63,68,150000.0,22,50.2,3.0,1.0
891448,24/11/2017,24/11/2017,990,105551,35-39,M,69,69,54,116649.0,11,12.84,5.0,2.0
852581,30/09/2017,30/09/2017,990,119339,45-49,M,31,40,41,99073.0,14,26.19,0.0,0.0
874219,16/12/2017,16/12/2017,936,118304,30-34,M,29,7,63,17202.0,6,10.66,1.0,1.0
863107,11/10/2017,11/10/2017,970,109305,32,F,33,40,7,118568.0,23,39.43,0.0,0.0
805418,13/10/2017,13/10/2017,950,110409,26,32,11,54,15,21507.0,8,8.07,0.0,0.0
870402,12/09/2017,12/09/2017,916,109440,35-39,67,16,44,50,150000.0,43,44.5,1.0,1.0
886749,25/09/2017,25/09/2017,916,115450,30-34,F,25,19,34,84024.0,29,63.05,3.0,2.0
859256,03/09/2017,03/09/2017,990,107237,101,F,38,64,46,40861.0,8,16.87,1.0,0.0
822215,24/12/2017,24/12/2017,990,116662,35-39,M,10,62,29,150000.0,16,13.5,3.0,1.0
832690,23/09/2017,23/09/2017,916,110821,30-34,F,47,48,21,53041.0,7,13.96,0.0,0.0
804978,22/12/2017,22/12/2017,936,110107,27,F,30,49,56,31911.0,8,9.38,0.0,0.0
819747,20/09/2017,20/09/2017,970,113855,40-44,F,17,56,41,50836.0,11,24.71,1.0,1.0
821870,03/11/2017,03/11/2017,950,110608,112,M,9,7,63,78773.0,31,81.96,2.0,1.0
870276,19/10/2017,19/10/2017,990,114356,30-34,F,21,16,59,90191.0,9,19.08,0.0,0.0
841513,10/09/2017,10/09/2017,936,118070,35-39,F,60,57,23,150000.0,9,18.22,2.0,1.0
807036,15/12/2017,15/12/2017,990,112355,40-44,M,20,57,67,129674.0,11,21.4,1.0,1.0
829962,01/11/2017,01/11/2017,936,113374,2,M,66,68,32,101713.0,22,34.89,4.0,3.0
812073,20/11/2017,20/11/2017,916,115964,30-34,M,64,26,16,61068.0,17,30.33,1.0,1.0
886776,13/09/2017,13/09/2017,916,117809,18,M,22,55,54,72453.0,23,31.86,1.0,1.0
847593,23/10/2017,23/10/2017,990,110256,27,F,52,56,39,44711.0,5,9.48,0.0,0.0
840915,14/10/2017,14/10/2017,936,116472,35-39,30,33,40,40,24285.0,1,0.93,2.0,2.0
883380,02/11/2017,02/11/2017,970,114454,30-34,M,48,19,51,121219.0,19,42.9,2.0,1.0
879574,14/12/2017,14/12/2017,950,115342,30-34,F,50,69,57,79714.0,34,48.76,2.0,1.0
840793,09/12/2017,09/12/2017,936,118467,21,111,44,16,49,33576.0,12,23.99,1.0,0.0
808244,01/09/2017,01/09/2017,990,114666,30-34,M,39,25,30,24237.0,7,9.91,0.0,0.0
818833,01/09/2017,01/09/2017,970,111326,10,18,59,19,10,66367.0,3,4.1,2.0,2.0
840418,18/11/2017,18/11/2017,950,110805,35-39,18,15,46,51,55553.0,7,9.26,2.0,1.0
881575,16/12/2017,16/12/2017,936,113693,26,F,40,46,33,150000.0,59,81.0,3.0,0.0
882478,06/12/2017,06/12/2017,990,111158,102,M,57,48,42,150000.0,45,38.03,4.0,2.0
843965,10/09/2017,10/09/2017,936,116564,111,F,37,59,38,150000.0,70,171.15,4.0,1.0
840779,30/11/2017,30/11/2017,990,105700,35-39,F,30,60,12,64268.0,2,3.51,2.0,2.0
832613,08/11/2017,08/11/2017,916,117936,31,6,68,55,17,103833.0,34,80.2,6.0,2.0
827344,15/11/2017,15/11/2017,990,115886,20,20,28,45,20,150000.0,56,124.49,5.0,4.0
891377,22/12/2017,22/12/2017,936,105545,110,29,49,33,13,31061.0,3,3.84,2.0,0.0
860617,22/09/2017,22/09/2017,916,108770,30-34,M,34,8,19,10902.0,2,4.63,1.0,1.0
821503,08/10/2017,08/10/2017,936,111125,30-34,F,47,18,32,51840.0,14,19.08,0.0,0.0
821013,04/12/2017,04/12/2017,950,115661,29,M,29,20,16,150000.0,46,84.09,3.0,3.0
879223,27/10/2017,27/10/2017,970,112061,64,31,53,36,47,80339.0,10,22.81,1.0,1.0
844702,24/11/2017,24/11/2017,970,118341,30-34,M,64,50,46,76949.0,38,40.7,2.0,1.0
839666,20/12/2017,20/12/2017,970,106064,16,F,37,26,13,26360.0,6,11.16,1.0,1.0
868671,09/10/2017,09/10/2017,936,106454,45-49,113,14,59,67,26063.0,13,32.22,2.0,0.0
832625,19/11/2017,19/11/2017,990,119713,35-39,38,56,54,56,145644.0,37,46.08,0.0,0.0
897143,25/09/2017,25/09/2017,916,119862,30-34,F,36,19,55,44408.0,15,21.04,0.0,0.0
861159,29/11/2017,29/11/2017,990,106395,30-34,27,25,47,56,150000.0,26,68.37,8.0,4.0
808483,20/09/2017,20/09/2017,916,119741,40-44,32,66,12,50,111156.0,23,43.87,3.0,3.0
815583,15/09/2017,15/09/2017,970,118699,30-34,M,54,55,49,87435.0,9,22.81,0.0,0.0
873030,28/09/2017,28/09/2017,916,119078,30-34,F,24,51,51,39008.0,11,13.54,2.0,2.0
875924,27/09/2017,27/09/2017,950,114073,105,F,34,12,65,76761.0,13,21.08,1.0,1.0
837036,01/11/2017,01/11/2017,916,110802,20,M,22,50,19,108161.0,38,30.41,2.0,1.0
883106,24/11/2017,24/11/2017,936,119591,27,M,12,34,31,73836.0,31,37.51,0.0,0.0
866494,06/09/2017,06/09/2017,936,112249,40-44,F,42,14,44,108963.0,24,35.14,4.0,3.0
820965,21/09/2017,21/09/2017,990,119760,30-34,F,38,34,19,28501.0,1,2.24,0.0,0.0
854008,13/11/2017,13/11/2017,916,118364,21,M,56,56,32,113321.0,9,16.99,3.0,1.0
875374,19/10/2017,19/10/2017,916,113107,30-34,38,39,60,58,150000.0,36,72.56,2.0,0.0
872763,10/09/2017,10/09/2017,936,117374,35-39,M,29,34,44,93176.0,3,7.61,1.0,0.0
811901,05/11/2017,05/11/2017,936,111681,22,M,68,38,33,46847.0,21,55.53,1.0,1.0
824261,03/09/2017,03/09/2017,936,116536,40-44,M,8,51,30,61218.0,5,10.02,6.0,3.0
896006,15/12/2017,15/12/2017,970,111469,40-44,18,10,33,22,109495.0,46,121.69,0.0,0.0
879724,09/11/2017,09/11/2017,950,113931,27,M,34,31,28,150000.0,61,59.58,1.0,1.0
844305,14/10/2017,14/10/2017,970,110733,16,37,66,25,23,68891.0,5,10.52,2.0,0.0
868583,03/09/2017,03/09/2017,916,111873,35-39,M,54,67,24,47791.0,9,12.53,3.0,2.0
823282,12/09/2017,12/09/2017,990,119157,35-39,M,58,7,51,36346.0,3,3.3,1.0,0.0
853260,07/09/2017,07/09/2017,990,108563,35-39,M,61,43,46,150000.0,17,41.54,4.0,3.0
823730,30/12/2017,30/12/2017,950,115836,40-44,64,69,65,31,106198.0,22,28.91,2.0,0.0
842135,23/10/2017,23/10/2017,936,106563,101,110,39,11,12,33016.0,8,9.83,2.0,1.0
863282,07/10/2017,07/10/2017,936,117074,40-44,21,15,7,20,111071.0,18,21.88,5.0,2.0
853197,26/12/2017,26/12/2017,990,111105,35-39,F,26,26,59,58531.0,21,31.84,0.0,0.0
879102,12/09/2017,12/09/2017,970,105245,63,F,41,19,31,63664.0,16,32.9,0.0,0.0
840102,29/11/2017,29/11/2017,950,116985,32,M,40,10,7,64615.0,11,13.4,3.0,1.0
892720,15/12/2017,15/12/2017,990,117610,30-34,F,14,57,58,150000.0,54,57.89,4.0,3.0
818321,10/09/2017,10/09/2017,970,114552,30-34,M,29,34,43,100715.0,26,40.1,4.0,3.0
840189,05/10/2017,05/10/2017,990,118344,45-49,109,54,25,51,53721.0,10,18.74,2.0,0.0
852358,22/09/2017,22/09/2017,936,108536,35-39,M,22,13,54,14512.0,1,2.39,0.0,0.0
803859,23/09/2017,23/09/2017,936,113847,30-34,106,51,57,19,150000.0,37,85.73,9.0,5.0
846038,12/10/2017,12/10/2017,990,109522,40-44,M,60,51,25,65568.0,12,32.04,1.0,1.0
834117,30/12/2017,30/12/2017,916,113679,30-34,M,68,14,13,37883.0,8,15.14,0.0,0.0
807719,26/09/2017,26/09/2017,936,112713,29,107,43,33,19,129987.0,28,46.41,4.0,2.0
853420,06/12/2017,06/12/2017,970,109478,29,69,62,54,57,150000.0,51,77.86,3.0,2.0
842918,13/12/2017,13/12/2017,990,109018,30-34,M,9,36,52,150000.0,25,54.33,3.0,1.0
811502,01/11/2017,01/11/2017,936,116171,35-39,M,15,33,69,150000.0,7,17.55,0.0,0.0
889347,06/12/2017,06/12/2017,916,107735,45-49,F,19,28,43,10052.0,4,7.68,0.0,0.0
822668,20/10/2017,20/10/2017,916,119243,40-44,M,68,50,30,52619.0,8,14.86,0.0,0.0
828190,13/12/2017,13/12/2017,950,118187,35-39,F,34,39,66,38872.0,7,12.63,1.0,0.0
832654,09/10/2017,09/10/2017,970,118946,24,F,70,8,60,150000.0,75,129.31,1.0,0.0
881879,28/12/2017,28/12/2017,970,117982,35-39,M,48,69,44,150000.0,20,53.33,2.0,0.0
863643,16/11/2017,16/11/2017,970,119061,35-39,M,53,70,16,50574.0,8,20.34,2.0,2.0
890258,15/12/2017,15/12/2017,970,110215,35-39,69,24,55,12,46024.0,17,31.21,0.0,0.0
844960,21/09/2017,21/09/2017,990,117995,20,F,38,16,22,21144.0,6,7.68,0.0,0.0
855487,27/11/2017,27/11/2017,950,116195,26,19,38,66,55,150000.0,41,89.43,6.0,4.0
826040,10/12/2017,10/12/2017,916,114484,40-44,M,7,46,23,20315.0,10,26.0,1.0,0.0
844068,22/10/2017,22/10/2017,936,109092,30-34,F,46,36,8,68693.0,19,34.17,2.0,2.0
828199,18/12/2017,18/12/2017,936,115943,30-34,M,18,23,52,60036.0,10,24.98,2.0,1.0
888144,15/11/2017,15/11/2017,970,108112,29,M,13,49,32,150000.0,40,73.16,2.0,2.0
819575,03/11/2017,03/11/2017,950,110230,35-39,31,43,55,16,67195.0,11,19.92,1.0,0.0
882093,30/09/2017,30/09/2017,950,105693,30-34,28,53,39,24,120131.0,10,17.84,4.0,4.0
812405,29/09/2017,29/09/2017,916,115034,30-34,M,61,59,42,22682.0,10,8.59,0.0,0.0
858593,01/09/2017,01/09/2017,950,114517,112,M,58,24,30,116224.0,4,5.07,3.0,3.0
830076,12/12/2017,12/12/2017,970,107230,30-34,F,55,47,18,150000.0,14,15.11,5.0,3.0
824106,19/11/2017,19/11/2017,970,116845,30-34,F,54,32,57,114196.0,26,68.92,0.0,0.0
875294,11/10/2017,11/10/2017,936,119415,30-34,M,46,46,24,150000.0,33,71.82,9.0,5.0
827506,04/11/2017,04/11/2017,990,110774,103,F,60,58,62,90109.0,22,42.5,4.0,3.0
855842,12/09/2017,12/09/2017,916,109676,65,F,63,37,63,32030.0,13,18.84,3.0,2.0
899407,07/10/2017,07/10/2017,916,119821,30-34,M,30,7,17,115377.0,38,85.35,1.0,0.0
830126,04/09/2017,04/09/2017,950,107334,30-34,113,25,30,61,54973.0,7,12.11,0.0,0.0
826420,03/11/2017,03/11/2017,970,119711,30-34,M,10,56,45,92967.0,14,34.52,1.0,0.0
816382,25/11/2017,25/11/2017,970,105192,30-34,M,34,39,14,30366.0,1,1.93,0.0,0.0
864376,17/09/2017,17/09/2017,950,110304,45-49,M,25,51,63,54425.0,13,20.69,1.0,1.0
811757,13/11/2017,13/11/2017,990,116322,29,M,70,56,55,124648.0,57,134.73,4.0,2.0
874784,14/10/2017,14/10/2017,950,113879,29,M,54,11,58,96328.0,10,14.98,2.0,0.0
853846,18/12/2017,18/12/2017,970,114803,7,M,56,44,56,61908.0,32,40.46,2.0,1.0
807680,08/12/2017,08/12/2017,970,112595,64,M,14,51,18,68699.0,24,57.77,2.0,1.0
877529,29/10/2017,29/10/2017,990,119653,30,113,12,37,20,110802.0,39,54.05,6.0,1.0
812363,05/12/2017,05/12/2017,950,109187,40-44,M,47,23,61,150000.0,30,25.32,5.0,4.0
815432,08/09/2017,08/09/2017,970,117825,35-39,F,10,21,30,31537.0,3,5.22,1.0,1.0
809692,11/12/2017,11/12/2017,990,116525,30-34,M,42,20,54,47239.0,15,14.05,5.0,3.0
898400,03/09/2017,03/09/2017,936,114454,30-34,F,27,9,23,142336.0,27,53.82,1.0,1.0
811939,27/12/2017,27/12/2017,916,107761,30-34,F,47,33,11,10718.0,1,2.57,0.0,0.0
885008,21/10/2017,21/10/2017,936,109166,30-34,M,40,66,66,46118.0,13,15.4,1.0,1.0
872705,19/09/2017,19/09/2017,936,112156,30-34,M,37,41,12,150000.0,42,105.07,4.0,3.0
814475,21/10/2017,21/10/2017,936,106210,107,M,56,10,33,150000.0,60,84.13,0.0,0.0
857078,15/12/2017,15/12/2017,916,118779,111,F,22,57,21,150000.0,51,41.32,3.0,2.0
849703,15/11/2017,15/11/2017,916,106020,27,M,9,45,18,52003.0,8,13.88,0.0,0.0
896948,14/09/2017,14/09/2017,916,116771,40-44,64,18,53,44,55700.0,3,3.55,2.0,1.0
878839,04/10/2017,04/10/2017,950,113178,30-34,M,63,61,60,23685.0,5,9.23,0.0,0.0
855187,18/10/2017,18/10/2017,970,119636,2,M,42,41,66,79991.0,11,25.54,4.0,2.0
842990,04/09/2017,04/09/2017,950,116251,40-44,F,46,65,69,121198.0,53,123.38,4.0,0.0
825595,09/12/2017,09/12/2017,970,110929,29,F,68,61,36,50528.0,9,13.7,0.0,0.0
822023,12/09/2017,12/09/2017,990,116668,30-34,M,63,37,39,128017.0,28,68.85,5.0,3.0
864767,18/11/2017,18/11/2017,950,109325,113,F,70,57,67,49037.0,13,17.75,3.0,2.0
868824,19/11/2017,19/11/2017,936,119834,35-39,F,65,42,9,150000.0,55,100.94,2.0,1.0
866092,26/11/2017,26/11/2017,936,112546,114,M,24,33,61,56534.0,10,20.97,0.0,0.0
881405,07/11/2017,07/11/2017,916,106154,31,F,66,32,31,150000.0,29,70.14,2.0,1.0
871159,14/10/2017,14/10/2017,916,109725,30-34,12,46,67,35,88956.0,12,30.66,0.0,0.0
862548,29/10/2017,29/10/2017,990,117613,40-44,32,63,10,60,106445.0,11,8.37,3.0,3.0
899510,25/11/2017,25/11/2017,936,114897,18,M,62,62,58,60674.0,9,14.0,3.0,1.0
883421,23/09/2017,23/09/2017,950,109460,35-39,23,31,47,41,32463.0,7,14.19,0.0,0.0
872101,10/09/2017,10/09/2017,990,108658,30-34,114,65,60,30,150000.0,36,91.21,2.0,1.0
865839,13/12/2017,13/12/2017,990,112804,45-49,F,27,58,70,150000.0,37,83.79,8.0,3.0
899453,05/11/2017,05/11/2017,990,105981,18,31,68,17,57,150000.0,53,122.04,2.0,1.0
846917,08/12/2017,08/12/2017,950,113299,45-49,8,32,19,51,41760.0,2,1.59,1.0,0.0
834130,10/11/2017,10/11/2017,970,108167,40-44,115,30,60,8,150000.0,80,134.85,6.0,3.0
890785,20/12/2017,20/12/2017,916,107839,35-39,19,20,46,70,82315.0,10,11.79,2.0,2.0
855388,26/10/2017,26/10/2017,936,111408,30-34,71,17,15,9,33510.0,6,7.45,1.0,1.0
839440,05/12/2017,05/12/2017,916,109791,30-34,107,55,48,47,39345.0,13,15.02,0.0,0.0
895159,08/11/2017,08/11/2017,990,115506,40-44,M,9,10,54,24201.0,9,10.74,1.0,0.0
825179,18/10/2017,18/10/2017,990,116997,45-49,F,52,19,66,128315.0,7,16.2,4.0,1.0
842165,21/09/2017,21/09/2017,970,115114,40-44,M,21,52,49,150000.0,68,182.36,3.0,1.0
831966,21/09/2017,21/09/2017,950,114627,40-44,F,51,30,36,24033.0,6,12.77,1.0,1.0
809027,06/11/2017,06/11/2017,970,106071,30-34,108,44,66,12,52986.0,14,23.16,0.0,0.0
889817,21/09/2017,21/09/2017,970,115852,26,M,47,54,68,102543.0,9,24.4,1.0,0.0
807793,19/12/2017,19/12/2017,936,105607,16,M,68,43,19,108648.0,31,70.86,4.0,2.0
800779,27/11/2017,27/11/2017,950,111292,30-34,F,15,63,17,150000.0,30,71.76,5.0,3.0
