ad_id,campaign_id,date,platform,age_group,impressions,clicks,conversions,spend,revenue,ctr,cpc,cpm,cvr,cpa,quality_score,quality_label
165,CAMP_017,2026-04-05,Google Ads,25-34,24549,1227,86,148,415,0.04998166931443236,0.12061939690301549,6.028758808912787,0.07008964955175224,1.7209302325581395,3,good
166,CAMP_017,2026-04-06,Google Ads,25-34,25175,1184,87,173,440,0.04703078450844091,0.14611486486486486,6.871896722939424,0.07347972972972973,1.9885057471264367,3,good
167,CAMP_017,2026-04-07,Google Ads,35-44,26836,1310,113,141,355,0.048815024593829186,0.10763358778625955,5.254136234908332,0.08625954198473282,1.247787610619469,4,good
168,CAMP_017,2026-04-08,Google Ads,18-24,26746,1134,118,148,422,0.042398863381440215,0.13051146384479717,5.53353772526733,0.10405643738977072,1.2542372881355932,4,good
169,CAMP_017,2026-04-09,Google Ads,35-44,25289,1393,150,164,496,0.05508323777136304,0.11773151471643933,6.485033018308355,0.10768126346015794,1.0933333333333333,4,good
170,CAMP_017,2026-04-10,Google Ads,35-44,26137,1147,101,149,419,0.04388414890767877,0.12990409764603314,5.700730764816161,0.08805579773321709,1.4752475247524752,4,good
171,CAMP_018,2026-04-01,Facebook,25-34,24552,972,62,130,440,0.039589442815249266,0.1337448559670782,5.294884327142392,0.06378600823045268,2.096774193548387,3,good
172,CAMP_018,2026-04-02,Facebook,35-44,25293,1310,105,167,457,0.05179298620171589,0.12748091603053435,6.602617324951567,0.08015267175572519,1.5904761904761904,3,good
173,CAMP_018,2026-04-03,Facebook,18-24,25149,1119,54,178,556,0.04449481092687582,0.15907059874888294,7.077816215356475,0.04825737265415549,3.2962962962962963,3,good
174,CAMP_018,2026-04-04,Facebook,25-34,27527,1157,68,160,549,0.04203146002107022,0.13828867761452032,5.812475024521379,0.058772687986171135,2.3529411764705883,3,good
175,CAMP_018,2026-04-05,Facebook,35-44,25958,1085,90,126,323,0.04179828954464905,0.11612903225806452,4.85399491486247,0.08294930875576037,1.4,4,good
176,CAMP_018,2026-04-06,Facebook,25-34,27561,867,78,137,409,0.03145749428540329,0.1580161476355248,4.970792061245963,0.08996539792387544,1.7564102564102564,3,good
177,CAMP_018,2026-04-07,Facebook,18-24,29343,1351,92,160,478,0.04604164536686774,0.11843079200592153,5.452748526053914,0.06809770540340489,1.7391304347826086,3,good
178,CAMP_018,2026-04-08,Facebook,45-54,28906,789,52,182,605,0.027295371203210406,0.23067173637515842,6.296270670449041,0.06590621039290241,3.5,3,good
179,CAMP_018,2026-04-09,Facebook,45-54,27826,1355,99,160,492,0.0486954646733271,0.11808118081180811,5.750017968806152,0.07306273062730627,1.6161616161616161,3,good
180,CAMP_018,2026-04-10,Facebook,18-24,30677,1287,70,141,374,0.04195325488150732,0.10955710955710955,4.596277341330638,0.05439005439005439,2.0142857142857142,3,good
181,CAMP_019,2026-04-01,TikTok,25-34,28289,1000,63,161,512,0.035349429106719926,0.161,5.691258086181908,0.063,2.5555555555555554,3,good
182,CAMP_019,2026-04-02,TikTok,35-44,28595,957,67,119,304,0.033467389403741915,0.12434691745036573,4.16156670746634,0.07001044932079414,1.7761194029850746,3,good
183,CAMP_019,2026-04-03,TikTok,35-44,29042,1056,49,168,503,0.03636113215343296,0.1590909090909091,5.784725569864334,0.04640151515151515,3.4285714285714284,3,good
184,CAMP_019,2026-04-04,TikTok,35-44,29843,1228,69,174,592,0.04114867808196227,0.14169381107491857,5.8305130181282045,0.05618892508143322,2.5217391304347827,3,good
185,CAMP_019,2026-04-05,TikTok,25-34,32568,1185,92,166,535,0.036385408990420046,0.140084388185654,5.097027757307786,0.07763713080168777,1.8043478260869565,3,good
186,CAMP_019,2026-04-06,TikTok,25-34,30439,982,62,159,446,0.03226124379907356,0.16191446028513237,5.223561877854069,0.06313645621181263,2.564516129032258,3,good
187,CAMP_019,2026-04-07,TikTok,45-54,32213,1024,65,162,460,0.03178840840654394,0.158203125,5.029025548691522,0.0634765625,2.4923076923076923,3,good
188,CAMP_019,2026-04-08,TikTok,18-24,33417,1250,62,129,365,0.037406110662237785,0.1032,3.8603106203429394,0.0496,2.0806451612903225,3,good
189,CAMP_019,2026-04-09,TikTok,18-24,32466,1166,101,169,620,0.03591449516417175,0.14493996569468268,5.2054456970369,0.08662092624356775,1.6732673267326732,3,good
190,CAMP_019,2026-04-10,TikTok,25-34,33047,1157,55,143,364,0.03501074227615215,0.12359550561797752,4.327170393681726,0.04753673292999136,2.6,3,good
191,CAMP_020,2026-04-01,Facebook,45-54,23912,1188,69,185,659,0.04968216794914687,0.15572390572390574,7.7367012378721975,0.05808080808080808,2.681159420289855,3,good
192,CAMP_020,2026-04-02,Facebook,18-24,26025,1202,78,141,397,0.04618635926993276,0.11730449251247921,5.417867435158501,0.064891846921797,1.8076923076923077,3,good
193,CAMP_020,2026-04-03,Facebook,25-34,25955,1190,60,165,560,0.04584858408784435,0.13865546218487396,6.357156617222116,0.05042016806722689,2.75,3,good
194,CAMP_020,2026-04-04,Facebook,35-44,27745,1145,86,187,671,0.04126869706253379,0.1633187772925764,6.739953144710759,0.07510917030567686,2.1744186046511627,3,good
195,CAMP_020,2026-04-05,Facebook,35-44,28925,1422,73,173,600,0.04916162489196197,0.12165963431786217,5.9809853068280034,0.051336146272855133,2.3698630136986303,3,good
196,CAMP_020,2026-04-06,Facebook,25-34,27291,1389,68,152,470,0.0508958997471694,0.10943124550035997,5.5696017001942035,0.04895608351331893,2.235294117647059,3,good
197,CAMP_020,2026-04-07,Facebook,35-44,28317,1106,44,158,462,0.03905780979623548,0.14285714285714285,5.579687113747925,0.039783001808318265,3.590909090909091,3,good
198,CAMP_020,2026-04-08,Facebook,25-34,28980,1233,85,197,498,0.04254658385093168,0.1597729115977291,6.7977915804002755,0.0689375506893755,2.3176470588235296,3,good
199,CAMP_020,2026-04-09,Facebook,25-34,28180,1492,97,174,541,0.052945351312987936,0.11662198391420911,6.174591909155429,0.06501340482573727,1.7938144329896908,3,good
200,CAMP_020,2026-04-10,Facebook,25-34,31533,1395,69,166,498,0.04423936828084864,0.11899641577060932,5.26432626137697,0.04946236559139785,2.4057971014492754,3,good
201,CAMP_021,2026-04-01,Facebook,25-34,25286,1246,76,142,462,0.049276279364074985,0.11396468699839486,5.615755754172269,0.060995184590690206,1.868421052631579,3,good
202,CAMP_021,2026-04-02,Facebook,35-44,26041,1341,88,194,679,0.05149571829038824,0.14466815809097688,7.449790714642295,0.06562266964951528,2.2045454545454546,3,good
203,CAMP_021,2026-04-03,Facebook,25-34,27139,1345,73,136,407,0.049559674269501454,0.10111524163568773,5.011238439146616,0.05427509293680297,1.8630136986301369,3,good
204,CAMP_021,2026-04-04,Facebook,25-34,25452,999,52,194,611,0.03925035360678925,0.1941941941941942,7.622190790507622,0.05205205205205205,3.730769230769231,3,good
205,CAMP_021,2026-04-05,Facebook,25-34,27354,1214,49,164,512,0.0443810777217226,0.13509060955518945,5.995466842143745,0.04036243822075782,3.3469387755102042,3,good
206,CAMP_021,2026-04-06,Facebook,18-24,27675,1112,53,165,565,0.0401806684733514,0.14838129496402877,5.9620596205962055,0.047661870503597124,3.1132075471698113,3,good
207,CAMP_021,2026-04-07,Facebook,25-34,28387,1294,73,153,502,0.045584246309930604,0.11823802163833076,5.389791101560574,0.05641421947449768,2.095890410958904,3,good
208,CAMP_021,2026-04-08,Facebook,35-44,29803,1385,89,139,431,0.04647183169479582,0.1003610108303249,4.663960004026441,0.06425992779783393,1.5617977528089888,4,good
209,CAMP_021,2026-04-09,Facebook,45-54,30621,1568,71,154,519,0.05120668822050227,0.09821428571428571,5.029228307370758,0.04528061224489796,2.1690140845070425,3,good
210,CAMP_021,2026-04-10,Facebook,18-24,30169,1702,53,217,690,0.05641552587092711,0.12749706227967098,7.192813815505983,0.031139835487661575,4.09433962264151,3,good
211,CAMP_022,2026-04-01,Facebook,25-34,24887,1121,60,174,658,0.04504359705870535,0.15521855486173058,6.991602041226343,0.05352363960749331,2.9,3,good
212,CAMP_022,2026-04-02,Facebook,35-44,26318,1303,70,170,622,0.04950984117334144,0.13046815042210283,6.459457405577932,0.05372217958557176,2.4285714285714284,3,good
213,CAMP_022,2026-04-03,Facebook,18-24,26249,1450,80,183,642,0.05524019962665244,0.12620689655172415,6.971694159777516,0.05517241379310345,2.2875,3,good
214,CAMP_022,2026-04-04,Facebook,25-34,26859,835,45,152,481,0.031088275810715216,0.18203592814371258,5.6591831415912734,0.05389221556886228,3.3777777777777778,3,good
215,CAMP_022,2026-04-05,Facebook,45-54,26491,1012,74,205,590,0.038201653391717945,0.2025691699604743,7.7384772186780415,0.07312252964426877,2.77027027027027,3,good
216,CAMP_022,2026-04-06,Facebook,45-54,28414,1120,65,158,478,0.03941718870979095,0.14107142857142857,5.560639121559794,0.05803571428571429,2.4307692307692306,3,good
217,CAMP_022,2026-04-07,Facebook,35-44,27756,1357,54,145,554,0.04889033001873469,0.10685335298452468,5.224095691021761,0.0397936624907885,2.685185185185185,3,good
218,CAMP_022,2026-04-08,Facebook,25-34,28097,1244,85,181,656,0.04427518952201303,0.1454983922829582,6.441968893476171,0.06832797427652733,2.1294117647058823,3,good
219,CAMP_022,2026-04-09,Facebook,18-24,29667,1512,70,200,696,0.050965719486297904,0.13227513227513227,6.741497286547342,0.046296296296296294,2.857142857142857,3,good
220,CAMP_022,2026-04-10,Facebook,35-44,31970,1527,99,162,519,0.04776352830778855,0.10609037328094302,5.067250547388176,0.06483300589390963,1.6363636363636365,3,good
221,CAMP_023,2026-04-01,TikTok,35-44,28705,1111,66,168,377,0.03870405852638913,0.15121512151215122,5.8526389130813445,0.0594059405940594,2.5454545454545454,3,good
222,CAMP_023,2026-04-02,TikTok,45-54,28949,1306,73,200,390,0.045113820857369855,0.15313935681470137,6.90870150955128,0.055895865237366005,2.73972602739726,3,good
223,CAMP_023,2026-04-03,TikTok,25-34,31009,1444,76,142,391,0.046567125673191656,0.09833795013850416,4.579315682543778,0.05263157894736842,1.868421052631579,3,good
224,CAMP_023,2026-04-04,TikTok,18-24,30969,1326,90,168,435,0.042817010558946045,0.12669683257918551,5.424779618328006,0.06787330316742081,1.8666666666666667,3,good
225,CAMP_023,2026-04-05,TikTok,25-34,30551,795,67,150,302,0.026022061470982946,0.18867924528301888,4.9098229190533855,0.08427672955974842,2.2388059701492535,3,good
226,CAMP_023,2026-04-06,TikTok,45-54,33706,1780,102,189,487,0.05280958879724678,0.10617977528089888,5.607310271168338,0.05730337078651685,1.8529411764705883,3,good
227,CAMP_023,2026-04-07,TikTok,18-24,32298,1320,64,154,283,0.04086940367824633,0.11666666666666667,4.768097095795405,0.048484848484848485,2.40625,3,good
228,CAMP_023,2026-04-08,TikTok,18-24,32969,1134,60,171,456,0.034395947708453396,0.15079365079365079,5.186690527465195,0.05291005291005291,2.85,3,good
229,CAMP_023,2026-04-09,TikTok,18-24,34349,1659,145,154,436,0.04829834929692276,0.09282700421940929,4.483391073975953,0.08740204942736589,1.0620689655172413,4,good
230,CAMP_023,2026-04-10,TikTok,25-34,32359,1109,73,177,556,0.03427176365153435,0.15960324616771868,5.46988473067771,0.06582506762849413,2.4246575342465753,3,good
231,CAMP_024,2026-04-01,Google Ads,25-34,22867,695,64,142,410,0.03039314295709975,0.20431654676258992,6.209822014256352,0.0920863309352518,2.21875,3,good
232,CAMP_024,2026-04-02,Google Ads,45-54,24751,1076,82,195,486,0.04347299099026302,0.1812267657992565,7.878469556785584,0.0762081784386617,2.3780487804878048,3,good
233,CAMP_024,2026-04-03,Google Ads,45-54,24812,980,57,157,581,0.03949701757214251,0.16020408163265307,6.327583427373851,0.058163265306122446,2.754385964912281,3,good
234,CAMP_024,2026-04-04,Google Ads,35-44,24203,1154,76,144,338,0.0476800396645044,0.12478336221837089,5.949675660042144,0.0658578856152513,1.894736842105263,3,good
235,CAMP_024,2026-04-05,Google Ads,25-34,24181,1189,72,139,426,0.04917083660725363,0.11690496215306981,5.748314792605765,0.060555088309503784,1.9305555555555556,3,good
236,CAMP_024,2026-04-06,Google Ads,18-24,25940,1364,110,148,360,0.05258288357748651,0.10850439882697947,5.705474171164226,0.08064516129032258,1.3454545454545455,4,good
237,CAMP_024,2026-04-07,Google Ads,45-54,26075,1054,62,143,357,0.04042186001917546,0.13567362428842505,5.484180249280921,0.058823529411764705,2.306451612903226,3,good
238,CAMP_024,2026-04-08,Google Ads,35-44,27347,1006,74,172,526,0.0367864848063773,0.1709741550695825,6.2895381577503935,0.073558648111332,2.324324324324324,3,good
239,CAMP_024,2026-04-09,Google Ads,25-34,29596,1039,59,164,381,0.035106095418299774,0.15784408084696824,5.54128936342749,0.05678537054860443,2.7796610169491527,3,good
240,CAMP_024,2026-04-10,Google Ads,25-34,27817,1084,100,164,397,0.0389689758061617,0.15129151291512916,5.895675306467268,0.09225092250922509,1.64,3,good
241,CAMP_025,2026-04-01,Google Ads,35-44,23469,801,48,158,494,0.03413012910648089,0.1972534332084894,6.732285142102348,0.0599250936329588,3.2916666666666665,3,good
242,CAMP_025,2026-04-02,Google Ads,25-34,22985,931,61,134,401,0.040504676963236896,0.1439312567132116,5.829889058081357,0.06552094522019335,2.19672131147541,3,good
243,CAMP_025,2026-04-03,Google Ads,35-44,25635,1124,53,176,515,0.043846303881412134,0.15658362989323843,6.865613419153501,0.04715302491103203,3.3207547169811322,3,good
244,CAMP_025,2026-04-04,Google Ads,35-44,27107,1354,94,178,504,0.04995019736599402,0.13146233382570163,6.566569520787989,0.06942392909896603,1.8936170212765957,3,good
245,CAMP_025,2026-04-05,Google Ads,18-24,26239,1207,67,143,409,0.046000228667251036,0.11847555923777962,5.449902816418309,0.05550952775476388,2.1343283582089554,3,good
246,CAMP_025,2026-04-06,Google Ads,35-44,25852,931,46,193,682,0.03601268760637475,0.20730397422126745,7.465573263190469,0.04940923737916219,4.195652173913044,3,good
247,CAMP_025,2026-04-07,Google Ads,35-44,26264,1001,60,162,519,0.03811300639658849,0.16183816183816183,6.168138897349984,0.059940059940059943,2.7,3,good
248,CAMP_025,2026-04-08,Google Ads,35-44,28356,951,44,174,609,0.03353787558188743,0.1829652996845426,6.136267456622937,0.046267087276550996,3.9545454545454546,3,good
249,CAMP_025,2026-04-09,Google Ads,35-44,27973,1669,90,204,590,0.05966467665248633,0.12222887956860395,7.292746577056447,0.05392450569203116,2.2666666666666666,3,good
250,CAMP_025,2026-04-10,Google Ads,25-34,27772,1483,53,162,490,0.05339910701425896,0.10923803101820634,5.833213308368141,0.03573836817262306,3.056603773584906,3,good
251,CAMP_026,2026-04-01,TikTok,35-44,27931,1288,99,189,650,0.04611363717732985,0.14673913043478262,6.766675020586446,0.07686335403726709,1.9090909090909092,3,good
252,CAMP_026,2026-04-02,TikTok,18-24,28099,1019,61,179,542,0.036264635752161996,0.17566241413150147,6.370333463824336,0.05986261040235525,2.9344262295081966,3,good
253,CAMP_026,2026-04-03,TikTok,18-24,29686,1242,110,160,519,0.041837903388802805,0.1288244766505636,5.389746008219363,0.08856682769726248,1.4545454545454546,4,good
254,CAMP_026,2026-04-04,TikTok,25-34,29029,1546,84,173,510,0.05325708773984636,0.11190168175937905,5.959557683695615,0.054333764553686936,2.0595238095238093,3,good
255,CAMP_026,2026-04-05,TikTok,25-34,30584,1076,92,182,459,0.035181794402301854,0.1691449814126394,5.9508239602406485,0.08550185873605948,1.9782608695652173,3,good
256,CAMP_026,2026-04-06,TikTok,35-44,31535,1766,127,169,485,0.05600126843190106,0.0956964892412231,5.3591247819882675,0.07191392978482446,1.330708661417323,4,good
257,CAMP_026,2026-04-07,TikTok,25-34,31660,1477,88,225,679,0.046651926721415035,0.15233581584292485,7.106759317751106,0.05958023019634394,2.5568181818181817,3,good
258,CAMP_026,2026-04-08,TikTok,18-24,30918,1132,81,185,565,0.03661297625978394,0.16342756183745583,5.983569441749142,0.0715547703180212,2.2839506172839505,3,good
259,CAMP_026,2026-04-09,TikTok,35-44,33824,1290,101,170,456,0.03813859981078524,0.13178294573643412,5.026017029328288,0.07829457364341086,1.683168316831683,3,good
260,CAMP_026,2026-04-10,TikTok,18-24,36338,1685,97,234,799,0.04637019098464418,0.13887240356083086,6.439539875612307,0.057566765578635014,2.4123711340206184,3,good
261,CAMP_027,2026-04-01,TikTok,18-24,28779,1462,76,203,708,0.05080093123458077,0.13885088919288646,7.053754473748219,0.05198358413132695,2.6710526315789473,3,good
262,CAMP_027,2026-04-02,TikTok,18-24,28977,1540,74,169,606,0.05314559823308141,0.10974025974025974,5.832211754149843,0.048051948051948054,2.2837837837837838,3,good
263,CAMP_027,2026-04-03,TikTok,18-24,30771,1364,84,173,617,0.04432745117155763,0.12683284457478006,5.622176724838321,0.06158357771260997,2.0595238095238093,3,good
264,CAMP_027,2026-04-04,TikTok,25-34,31324,1410,99,176,605,0.04501340824926574,0.12482269503546099,5.618694930404802,0.07021276595744681,1.7777777777777777,3,good
265,CAMP_027,2026-04-05,TikTok,35-44,30940,1555,110,204,648,0.05025856496444732,0.1311897106109325,6.593406593406593,0.0707395498392283,1.8545454545454545,3,good
266,CAMP_027,2026-04-06,TikTok,18-24,30130,1099,56,165,483,0.03647527381347494,0.15013648771610555,5.476269498838367,0.050955414012738856,2.9464285714285716,3,good
267,CAMP_027,2026-04-07,TikTok,18-24,30874,1119,61,185,623,0.03624408887737254,0.16532618409294011,5.9920969100213775,0.05451295799821269,3.0327868852459017,3,good
268,CAMP_027,2026-04-08,TikTok,35-44,32853,1477,95,229,862,0.04495784251057742,0.15504400812457683,6.970444099473412,0.06431956668923494,2.4105263157894736,3,good
269,CAMP_027,2026-04-09,TikTok,35-44,33286,1609,106,203,597,0.04833864087003545,0.12616532007458048,6.098660097338221,0.06587942821628341,1.9150943396226414,3,good
270,CAMP_027,2026-04-10,TikTok,25-34,34171,1249,62,231,700,0.03655146176582482,0.18494795836669337,6.760118228907554,0.049639711769415534,3.725806451612903,3,good
271,CAMP_028,2026-04-01,Facebook,25-34,25968,1053,75,198,582,0.040549907578558225,0.18803418803418803,7.624768946395564,0.07122507122507123,2.64,3,good
272,CAMP_028,2026-04-02,Facebook,25-34,25679,918,41,175,611,0.035749055648584445,0.1906318082788671,6.814907122551501,0.044662309368191724,4.2682926829268295,3,good
273,CAMP_028,2026-04-03,Facebook,25-34,27636,1158,39,158,499,0.041901867129830656,0.13644214162348878,5.717180489216964,0.03367875647668394,4.051282051282051,3,good
274,CAMP_028,2026-04-04,Facebook,35-44,27922,1108,36,192,636,0.039681971205501036,0.17328519855595667,6.876298259437004,0.032490974729241874,5.333333333333333,3,good
275,CAMP_028,2026-04-05,Facebook,35-44,28284,1277,61,192,563,0.04514920096167444,0.15035238841033674,6.788290199406024,0.047768206734534066,3.1475409836065573,3,good
276,CAMP_028,2026-04-06,Facebook,25-34,28760,1375,99,189,536,0.04780945757997218,0.13745454545454547,6.571627260083449,0.072,1.9090909090909092,3,good
277,CAMP_028,2026-04-07,Facebook,45-54,29247,1307,80,210,540,0.04468834410366875,0.16067329762815608,7.1802236126782235,0.061208875286916604,2.625,3,good
278,CAMP_028,2026-04-08,Facebook,35-44,28416,1236,73,210,483,0.04349662162162162,0.16990291262135923,7.390202702702703,0.05906148867313916,2.8767123287671232,3,good
279,CAMP_028,2026-04-09,Facebook,35-44,28729,1250,58,184,662,0.04351004211772077,0.1472,6.404678199728497,0.0464,3.1724137931034484,3,good
280,CAMP_028,2026-04-10,Facebook,35-44,31885,767,48,226,588,0.024055198369139094,0.29465449804432853,7.087972400815431,0.06258148631029987,4.708333333333333,3,good
281,CAMP_029,2026-04-01,TikTok,18-24,30145,1285,48,160,465,0.04262730137667938,0.1245136186770428,5.307679548847238,0.03735408560311284,3.3333333333333335,3,good
282,CAMP_029,2026-04-02,TikTok,35-44,28713,1254,52,224,700,0.04367359732525337,0.17862838915470494,7.80134433880124,0.04146730462519936,4.3076923076923075,3,good
283,CAMP_029,2026-04-03,TikTok,25-34,29457,1322,75,177,477,0.044878976134704825,0.13388804841149773,6.008758529381811,0.056732223903177004,2.36,3,good
284,CAMP_029,2026-04-04,TikTok,18-24,29878,1263,71,162,516,0.0422719057500502,0.12826603325415678,5.42204966865252,0.056215360253365,2.2816901408450705,3,good
285,CAMP_029,2026-04-05,TikTok,25-34,32202,1268,66,205,688,0.03937643624619589,0.16167192429022081,6.366064219613689,0.052050473186119876,3.106060606060606,3,good
286,CAMP_029,2026-04-06,TikTok,25-34,30711,1256,72,158,509,0.04089739832633259,0.12579617834394904,5.144736413662857,0.05732484076433121,2.1944444444444446,3,good
287,CAMP_029,2026-04-07,TikTok,35-44,32804,1222,80,225,666,0.03725155468845263,0.18412438625204583,6.85891964394586,0.06546644844517185,2.8125,3,good
288,CAMP_029,2026-04-08,TikTok,25-34,33485,1345,67,244,673,0.040167239062266685,0.18141263940520447,7.286844855905629,0.04981412639405204,3.6417910447761193,3,good
289,CAMP_029,2026-04-09,TikTok,18-24,35004,1173,55,178,552,0.03351045594789167,0.1517476555839727,5.085133127642555,0.04688832054560955,3.2363636363636363,3,good
290,CAMP_029,2026-04-10,TikTok,18-24,33000,1410,83,163,492,0.042727272727272725,0.11560283687943262,4.9393939393939394,0.058865248226950356,1.963855421686747,3,good
291,CAMP_030,2026-04-01,TikTok,18-24,27994,1187,82,108,255,0.04240194327355862,0.09098567818028644,3.8579695649067656,0.06908171861836562,1.3170731707317074,4,good
292,CAMP_030,2026-04-02,TikTok,18-24,27776,1232,126,99,323,0.04435483870967742,0.08035714285714286,3.5642281105990787,0.10227272727272728,0.7857142857142857,4,good
293,CAMP_030,2026-04-03,TikTok,25-34,29561,1191,108,108,269,0.040289570718175974,0.0906801007556675,3.653462332126789,0.0906801007556675,1.0,4,good
294,CAMP_030,2026-04-04,TikTok,25-34,31078,1379,109,107,303,0.04437222472488577,0.0775924583031182,3.4429499967822896,0.07904278462654098,0.981651376146789,4,good
295,CAMP_030,2026-04-05,TikTok,18-24,32298,1607,137,88,264,0.049755402811319585,0.054760423148724334,2.7246269118830884,0.08525202240199128,0.6423357664233577,4,good
296,CAMP_030,2026-04-06,TikTok,18-24,31221,1725,141,111,277,0.05525127318151244,0.06434782608695652,3.5552993177668877,0.0817391304347826,0.7872340425531915,4,good
297,CAMP_030,2026-04-07,TikTok,35-44,30897,1371,112,121,358,0.04437324012040004,0.08825674690007294,3.9162378224423082,0.08169219547775347,1.0803571428571428,4,good
298,CAMP_030,2026-04-08,TikTok,18-24,32836,1292,112,111,311,0.03934705810695578,0.08591331269349846,3.3804361067121453,0.08668730650154799,0.9910714285714286,4,good
299,CAMP_030,2026-04-09,TikTok,35-44,34712,1459,118,109,370,0.04203157409541369,0.07470870459218643,3.1401244526388568,0.08087731322823852,0.923728813559322,4,good
300,CAMP_030,2026-04-10,TikTok,25-34,33309,1447,99,98,315,0.043441712450088564,0.06772633033863165,2.942147767870545,0.06841741534208708,0.98989898989899,4,good
301,CAMP_031,2026-04-01,Facebook,45-54,25302,1085,81,100,277,0.04288198561378547,0.09216589861751152,3.9522567385977396,0.07465437788018434,1.2345679012345678,4,good
302,CAMP_031,2026-04-02,Facebook,25-34,27212,1135,58,94,333,0.04170953990886374,0.0828193832599119,3.4543583713067765,0.05110132158590308,1.6206896551724137,3,good
303,CAMP_031,2026-04-03,Facebook,25-34,27146,1109,80,85,263,0.040853164370441314,0.07664562669071236,3.131216385471156,0.0721370604147881,1.0625,4,good
304,CAMP_031,2026-04-04,Facebook,18-24,25802,896,56,108,306,0.03472599023331525,0.12053571428571429,4.1857220370513915,0.0625,1.9285714285714286,3,good
305,CAMP_031,2026-04-05,Facebook,25-34,26749,1229,87,82,255,0.045945642827769265,0.06672091131000814,3.0655351601929044,0.07078925956061839,0.9425287356321839,4,good
306,CAMP_031,2026-04-06,Facebook,25-34,28657,915,58,88,233,0.03192937153226088,0.09617486338797815,3.0708029451791883,0.0633879781420765,1.5172413793103448,4,good
307,CAMP_031,2026-04-07,Facebook,45-54,29349,1397,90,109,320,0.04759957749838155,0.07802433786685756,3.7139255170533922,0.06442376521116679,1.211111111111111,4,good
308,CAMP_031,2026-04-08,Facebook,18-24,31539,1309,90,96,285,0.04150416944100954,0.07333842627960276,3.0438504708456198,0.06875477463712758,1.0666666666666667,4,good
309,CAMP_031,2026-04-09,Facebook,35-44,31255,1202,94,128,392,0.03845784674452088,0.1064891846921797,4.095344744840825,0.07820299500831947,1.3617021276595744,4,good
310,CAMP_031,2026-04-10,Facebook,25-34,32129,1331,96,115,340,0.04142674842043014,0.08640120210368145,3.579320862771951,0.07212622088655146,1.1979166666666667,4,good
311,CAMP_032,2026-04-01,Google Ads,25-34,23865,1142,57,103,250,0.04785250366645716,0.09019264448336252,4.315943850827572,0.049912434325744305,1.8070175438596492,3,good
312,CAMP_032,2026-04-02,Google Ads,25-34,23914,1079,66,96,298,0.04512001338128293,0.08897126969416126,4.014384879150288,0.061167747914735865,1.4545454545454546,4,good
313,CAMP_032,2026-04-03,Google Ads,45-54,25120,1278,56,102,344,0.05087579617834395,0.07981220657276995,4.060509554140127,0.04381846635367762,1.8214285714285714,3,good
314,CAMP_032,2026-04-04,Google Ads,18-24,26814,1465,72,93,253,0.05463563809950026,0.06348122866894199,3.4683374356679346,0.049146757679180884,1.2916666666666667,4,good
315,CAMP_032,2026-04-05,Google Ads,35-44,26802,1457,92,85,237,0.05436161480486531,0.05833905284831846,3.171405119020968,0.06314344543582705,0.9239130434782609,4,good
316,CAMP_032,2026-04-06,Google Ads,45-54,26155,1297,59,123,345,0.04958898872108584,0.09483423284502698,4.702733702924871,0.04548959136468774,2.0847457627118646,3,good
317,CAMP_032,2026-04-07,Google Ads,18-24,26179,1408,54,132,261,0.05378356698116811,0.09375,5.0422094044845105,0.03835227272727273,2.4444444444444446,3,good
318,CAMP_032,2026-04-08,Google Ads,45-54,26732,1501,90,86,277,0.05614993266497082,0.05729513657561625,3.2171180607511594,0.05996002664890073,0.9555555555555556,4,good
319,CAMP_032,2026-04-09,Google Ads,35-44,27954,1112,74,136,467,0.03977963797667597,0.1223021582733813,4.865135579881234,0.06654676258992806,1.837837837837838,3,good
320,CAMP_032,2026-04-10,Google Ads,35-44,28750,1192,65,119,361,0.04146086956521739,0.09983221476510067,4.139130434782609,0.05453020134228188,1.8307692307692307,3,good
321,CAMP_033,2026-04-01,Facebook,25-34,26360,1034,69,97,280,0.03922610015174507,0.09381044487427466,3.679817905918058,0.06673114119922631,1.4057971014492754,4,good
322,CAMP_033,2026-04-02,Facebook,35-44,27032,1246,101,88,202,0.04609351879254217,0.07062600321027288,3.2554010062148566,0.08105939004815409,0.8712871287128713,4,good
323,CAMP_033,2026-04-03,Facebook,35-44,27107,1318,90,90,273,0.048622127125834656,0.06828528072837632,3.320175600398421,0.06828528072837632,1.0,4,good
324,CAMP_033,2026-04-04,Facebook,35-44,27650,1314,105,100,260,0.04752260397830018,0.076103500761035,3.6166365280289328,0.07990867579908675,0.9523809523809523,4,good
325,CAMP_033,2026-04-05,Facebook,18-24,28719,1486,98,121,349,0.051742748702949266,0.08142664872139974,4.213238622514712,0.06594885598923284,1.2346938775510203,4,good
326,CAMP_033,2026-04-06,Facebook,45-54,29255,1300,75,113,283,0.044436848401982566,0.08692307692307692,3.8625875918646386,0.057692307692307696,1.5066666666666666,4,good
327,CAMP_033,2026-04-07,Facebook,25-34,29895,1404,89,91,318,0.046964375313597595,0.06481481481481481,3.0439872888442885,0.0633903133903134,1.0224719101123596,4,good
328,CAMP_033,2026-04-08,Facebook,45-54,28206,1129,74,135,329,0.04002694462171169,0.1195748449955713,4.786215698787492,0.06554472984942426,1.8243243243243243,3,good
329,CAMP_033,2026-04-09,Facebook,18-24,31443,1269,84,92,247,0.04035874439461883,0.07249802994483845,2.9259294596571572,0.06619385342789598,1.0952380952380953,4,good
